Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,New Zealand,NZL,43.1624473330345,55.415206779661,56.5687160262418,56.4660251968504,57.8483957219251,59.6357409133271,62.4730724823605,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Nicaragua,NIC,101.08,92.7935809018568,91.8704690831557,91.389153674833,90.9816596638655,94.5626755218216,97.4685873605948,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Niger,NER,61.7278333333333,66.7722388059701,71.011746031746,86.0413407821229,83.1557070707071,84.6946700507614,82.8332487309645,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Nigeria,NGA,43.9229314664702,41.4953805705271,56.2433591577275,56.2370484104046,57.365512908778,50.1207526583449,56.8753661686036,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,North Macedonia,MKD,..,31.9719160997732,29.6010843373494,31.9972451456311,33.8891131105398,37.2092647058824,38.5059810554804,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Norway,NOR,75.0981506849315,69.8860475352113,69.073866018921,79.2133420570531,77.1334482758621,72.5807867494824,61.590139657444,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Oman,OMN,44.0410092514718,36.2470097604259,21.2204569479966,17.2557632398754,16.5177105630526,13.7284319180088,8.8853825136612,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Pakistan,PAK,54.3052366912367,56.3563139168446,44.3101147826087,47.898450034459,47.4679273768465,47.171800232288,45.9771169075705,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Palau,PLW,..,99.5328571428571,103.025238095238,100.009090909091,101.675909090909,101.675909090909,86.0334615384615,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Panama,PAN,89.6983643122677,97.7172159090909,76.6704493307839,89.9987558906692,80.4919503546099,84.9921495327103,81.5796843082637,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Papua New Guinea,PNG,92.4354377880184,85.8234042553191,96.3148775510204,93.603154875717,93.2055195911414,86.399766718507,76.3197378768021,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Paraguay,PRY,96.3694685990338,95.6336931818182,94.1527027027027,93.4739056603774,92.4240319715808,89.401114599686,95.1368531468531,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Peru,PER,86.0136354823073,81.5433485754485,53.1665722555303,52.5539155896607,49.2243192577163,51.7141025641026,56.4807518131965,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Philippines,PHL,85.6591087169442,69.692539964476,47.0888439700204,42.3579744376278,42.1769974140408,45.7479783584059,44.9803402177394,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Poland,POL,9.75228085203586,16.8301795678198,21.0035025548047,19.1099953072101,19.6221845033947,20.2944123854005,22.1030523120037,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Portugal,PRT,68.9917433649866,62.5221715861174,49.4307341352136,52.1460631443299,52.8852775963423,49.7049528585757,53.3354470877769,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Qatar,QAT,21.8148484848485,45.1920202485044,11.3127125119389,15.8034919571046,5.50962189054726,3.21759332613132,2.92826805816135,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Romania,ROU,32.1135990268204,30.5597085958596,28.2439312369999,30.7374142480211,30.5489189189189,32.600585733882,33.5205243182457,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Russian Federation,RUS,51.4503372026958,22.3895030547163,24.0772959336717,22.8274712749843,24.5087395292683,23.2213746765712,25.5628871905415,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Rwanda,RWA,95.9061538461538,93.7905769230769,95.2401388888889,95.4360256410256,95.0703703703704,91.4778494623656,82.0709523809524,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Samoa,WSM,93.3418181818182,95.342,99.009,99.009,99.5328571428571,97.7866666666667,81.8963333333333,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sao Tome and Principe,STP,95.342,95.342,94.7308333333333,94.7308333333333,94.7308333333333,94.7308333333333,100.8425,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Saudi Arabia,SAU,53.1680840194723,81.252099533437,79.0864047058824,72.0248498137691,76.9789242003689,74.046423887087,57.9248209217947,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Senegal,SEN,126.062961373391,80.5656157635468,63.017345844504,61.6202496878901,66.8788914819137,73.9722413793103,68.8671471774194,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Serbia,SRB,..,..,19.5815379537954,17.814548212351,21.2329907024793,18.8140810451727,19.2390614186851,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Seychelles,SYC,100.231333333333,98.6296551724138,93.7122222222222,80.4951219512195,106.024130434783,98.2756,112.047222222222,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sierra Leone,SLE,143.444411764706,97.1755,96.8252808988764,96.6442990654206,96.6472033898305,96.3562765957447,97.0227083333333,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Singapore,SGP,146.334522207268,107.383332550493,72.7692607003891,78.833820582878,76.2597435897436,84.1475758241758,34.3423765164645,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Slovak Republic,SVK,..,12.6856816390859,24.3107259808465,23.2666363084396,23.2664827586207,25.7226634146341,27.2289301587302,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Slovenia,SVN,..,46.102310866575,46.9675741595254,45.988198630137,49.7843280182232,49.1996127562642,48.9635319454415,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Solomon Islands,SLB,97.7866666666667,64.1725,50.9305555555556,49.8335897435897,57.1620588235294,61.5109677419355,46.8561111111111,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Somalia,SOM,97.9541095890411,98.0361224489796,96.6225396825397,97.0344615384615,97.0344615384615,97.0344615384615,97.7866666666667,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,South Africa,ZAF,16.413104659614,11.7056028518245,12.024246912423,11.7009590953831,12.6533519353543,14.2915300790812,14.2115870925255,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,South Sudan,SSD,..,..,93.7409154929578,99.8941379310345,100.423071895425,98.6553299492386,99.8356647398844,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Spain,ESP,55.5831383127151,54.8455978316457,49.4276246889739,52.9766717462932,53.5516529714475,53.2922643202747,56.7722199732826,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sri Lanka,LKA,95.5902864583333,89.0413357731016,77.9155793226381,82.4062016574586,74.4442670454546,67.5405206286837,75.1793524851801,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,St. Kitts and Nevis,KNA,96.6754545454546,90.71,62.8628571428571,97.2552173913044,100.443913043478,97.7866666666667,95.342,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,St. Lucia,LCA,94.9105882352941,96.7680555555555,78.2763461538461,127.1990625,113.065833333333,108.08,118.391714285714,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,St. Vincent and the Grenadines,VCT,100.8425,91.675,63.25575,95.0086363636364,75.8689655172414,100.009090909091,81.4888888888889,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sudan,SDN,95.6697765363128,98.3813153153153,84.7677317554241,94.5580206896552,91.9979256360078,100.945505617978,87.87908203125,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Suriname,SUR,98.6296551724138,146.43222972973,90.0218442622951,88.712576419214,81.951893939394,59.6054181818182,71.5938095238095,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sweden,SWE,71.9309372071228,69.3550281531531,83.9103558718861,81.2798914919852,82.8967084398977,69.0836607142857,82.8218277906677,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Switzerland,CHE,80.5842926378952,71.2258750857927,67.0542076760066,70.2195078196872,67.0268160080544,67.7685652062516,62.8231810148952,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Syrian Arab Republic,SYR,96.0587825498816,88.2102276751834,63.0621939552077,77.2436193907632,70.4139859623199,72.0444393241167,74.6565721844293,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tajikistan,TJK,..,33.1696818181818,61.5663545150502,58.2542405063291,57.3430201342282,53.2331302521008,40.1770302013423,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tanzania,TZA,99.5328571428571,68.7407118644068,62.6399392097264,73.1703885291397,72.4164085820896,77.072874251497,73.6758058608059,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Thailand,THA,64.3174243450768,57.8641541007723,44.9431895901932,44.3376430694201,44.8288127271321,43.7787501900563,46.0597253758822,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Timor-Leste,TLS,..,..,97.7866666666667,96.4580434782609,96.8641509433962,82.3572131147541,71.745652173913,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Togo,TGO,59.3524742268041,79.6922834645669,70.7089686098655,92.6179428571429,104.936163522013,99.7343406593407,97.2552173913043,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tonga,TON,96.25875,95.342,96.6754545454546,94.7308333333333,103.342727272727,110.01,85.5633333333333,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Trinidad and Tobago,TTO,25.2090007087172,26.8385584958217,20.2580198915009,22.1504223493181,20.7774361313869,23.6474929444967,31.299243006034,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tunisia,TUN,64.0591563636364,53.6296559961777,40.600892053973,42.5739110945088,41.1472251127298,45.7787933940007,45.5117833735771,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Turkey,TUR,44.0556256285017,37.7974222140153,23.3970834346874,24.3471650375585,23.3192091357445,26.0347717511875,26.5311497904375,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Turkmenistan,TKM,..,33.5055332428765,28.0417647058824,28.1922941870758,28.7755806590876,27.9247544395117,27.7494445987226,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tuvalu,TUV,73.34,73.34,110.01,110.01,110.01,110.01,110.01,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Uganda,UGA,95.1563291139241,94.2942857142857,81.8744501278772,79.6091100702576,78.2138607594937,85.9405967078189,78.2552028218695,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Ukraine,UKR,..,9.78960017486045,11.7393194850157,10.2760644080417,12.6070969235302,15.4503138261644,16.4518474534161,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,United Arab Emirates,ARE,31.8380324909747,55.1871788502484,41.1940175268878,36.6839429657795,39.8574815056571,21.6554076479076,26.238556101474,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,United Kingdom,GBR,36.7095228942499,36.5814585376896,35.2285741200651,34.8359334304507,38.9010492949259,41.5023031196144,44.2916382063396,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,United States,USA,41.1534370968774,40.1290255193104,41.2501479735203,40.7311871893113,40.7126558917254,42.7982619576583,43.5101449687439,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Uruguay,URY,97.2469350649351,89.6601648351648,95.5485915492958,95.8601630434783,95.9061538461538,94.5963581183612,96.0832618683002,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Uzbekistan,UZB,..,16.1849428876654,7.74982837631413,7.18295058781932,7.25677070486671,7.32822121540431,6.11109734513274,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Vanuatu,VUT,94.2942857142857,93.7122222222222,94.7308333333333,96.6754545454546,96.25875,94.2942857142857,81.4888888888889,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Venezuela, RB",VEN,66.3381351823119,63.145854602277,62.7435203610069,55.2883093563512,55.3388946110964,51.1646463077985,47.4972213994817,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Vietnam,VNM,49.5572840847366,46.1381633870006,30.0441515583622,28.3086766907505,27.7265751067869,24.3613604206501,23.477514182338,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Yemen, Rep.",YEM,50.4764759036145,100.400295176386,77.8864837398374,80.9801631878558,77.7607188318982,65.9595496129486,74.4859375,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Zambia,ZMB,50.9900364963504,74.1503867403315,62.9410447761194,61.2319811320755,60.8874791666667,59.2361538461538,52.610626118068,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Zimbabwe,ZWE,11.3137931034483,24.0362481751825,30.5230057803468,33.2878155339806,30.6941481481481,29.2472822580645,28.7954595086442,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Africa Eastern and Southern,AFE,23.6521439625934,21.7227915474606,24.1341558629681,24.412333257733,27.5406034294176,27.8950151125235,28.193946103996,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Africa Western and Central,AFW,54.9867076820751,49.1122098569157,60.0755243754815,60.3749518204073,62.5832941947188,59.4287247487828,62.4585270602706,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Arab World,ARB,54.546941895544,70.0511220060722,59.2313702742706,57.0316493377347,58.2742053986515,54.0855213676152,49.8540961352289,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Caribbean small states,CSS,61.6257924461701,67.4987610619469,49.0473011429904,55.2795821256039,52.5016637652325,53.5223979721166,61.520992345544,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Central Europe and the Baltics,CEB,20.7658382417185,22.1699707891172,24.3563464696223,23.7090083664792,24.7727863075761,25.7421854468824,26.886938125638,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Early-demographic dividend,EAR,51.6836238583319,49.7786424488568,39.4760969901554,39.1572515398882,39.0416748563547,39.5534987801137,38.127712631479,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,East Asia & Pacific,EAS,34.5288683848512,33.7079373510418,19.6275929282493,19.4884735575234,19.4896258636239,19.9351591094265,19.9240874439429,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,East Asia & Pacific (excluding high income),EAP,21.3414432850741,25.3356073078376,15.7226737334771,15.9038159057595,16.1366904854728,16.7206282941201,16.9196928473815,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,22.0602920223727,25.7119324240423,15.7574149092542,15.9209079926224,16.1606739934325,16.7337309063125,16.938464698425,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Euro area,EMU,..,47.8271643627993,42.8639255659894,43.2068773554569,45.0388837561084,42.0716618572601,42.39488120574,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Europe & Central Asia,ECS,..,35.2485789377292,31.7425783005499,31.6676522819546,33.0928173831488,31.3811925522303,32.2672004850608,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Europe & Central Asia (excluding high income),ECA,..,22.9972377616892,22.0274879916487,21.7061735438325,22.8408807568787,23.2803253918406,24.4994209951932,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,22.6081766624528,22.0883991015183,21.6194074177866,22.7045805746104,23.1680481612927,24.4220110289096,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,European Union,EUU,..,43.2485453664021,39.6779416478068,39.8290750982048,41.4199377595553,38.2702474604615,38.9281269236731,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Fragile and conflict affected situations,FCS,59.7870908484562,65.9380126982839,64.8282246305419,64.2448427217869,63.6984689278937,61.4689829706059,63.9765691788526,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Heavily indebted poor countries (HIPC),HPC,91.0997976610358,76.9211815306768,74.742567756867,75.0603263306975,76.4861761594566,76.904357373406,74.2274169704334,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,High income,HIC,45.6130838951296,44.1025171302827,41.9860144243139,41.1730779487491,41.8411724858518,41.9171779912245,41.3149771149552,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IBRD only,IBD,39.5117982266279,33.2261777797365,23.748291636364,23.7105293287256,24.1710351522932,24.6234806114248,25.0659577050872,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IDA & IBRD total,IBT,40.2556543819899,34.0518115566549,24.6593023169637,24.6725142993548,25.1694166161134,25.5487592593761,26.019733640261,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IDA blend,IDB,..,38.3249327556639,39.2123018094572,40.5292096642097,42.0235879881014,40.8156951285617,41.3270386266094,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IDA only,IDX,85.9413621589678,75.9306684262215,63.0372133132609,65.27295933366,64.7836287495735,61.0221723427753,59.9926307070253,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IDA total,IDA,..,50.6949108603041,49.5285073971205,51.031641364777,51.859574770427,49.7310374799168,49.5763765310301,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Late-demographic dividend,LTE,34.8763685318235,27.1180455237803,19.2853214984886,19.1328046594544,19.5230769975189,19.5128143184797,20.0163959785576,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Latin America & Caribbean,LCN,76.5735406260594,68.6407658002649,62.5415449131979,61.7558746542304,61.5002551072552,59.545914634494,59.1049423054554,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Latin America & Caribbean (excluding high income),LAC,79.4435493544014,70.0767968398803,63.2809146636325,63.2957036683013,62.8677612338053,61.1149988402079,60.8429030558117,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,76.0558311386156,68.20419525649,62.0402834613636,61.2025540523234,60.9755328444375,58.9259006687099,58.5531313520401,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Least developed countries: UN classification,LDC,70.7735935397039,67.5025785029883,59.9206427698917,60.422567064813,64.6297069530397,56.1050358579675,55.3447692558215,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Low & middle income,LMY,40.8966695490452,33.8857487753674,24.233069339048,24.3600789192336,24.8596887247591,25.3131027351352,25.7976611503029,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Low income,LIC,33.8085259202788,49.8503289212442,58.4684678171642,67.9553138676595,65.6109116594462,67.037145037109,64.9217263544536,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Lower middle income,LMC,..,41.6980826684331,33.1023366735576,33.6600071279368,33.7882623057787,34.7094068492294,35.1397069713027,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Middle East & North Africa,MEA,59.9223888777093,66.8825878369945,54.5864567511053,52.4335674697818,52.8051552871529,49.0799933182691,45.6310646271633,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Middle East & North Africa (excluding high income),MNA,65.4018286567393,67.251565110159,51.0701155185788,51.5325957072458,50.9510387712947,48.2159073535823,48.1345059280002,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,65.4018286567393,67.251565110159,51.0701155185788,51.5325957072458,50.9510387712947,48.2159073535823,48.1345059280002,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Middle income,MIC,41.0741703598653,33.6423101383986,23.92802527395,24.022493756895,24.5350056427932,25.0111646642386,25.4997650034185,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,North America,NAC,41.7850237362061,40.5189625060201,41.5461924745559,41.005306747434,41.1467954826716,43.3426868281486,43.7496011671006,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,OECD members,OED,46.4166623458475,43.6891356049562,40.7941492834548,40.3254618245741,40.6779364054362,41.0106004237355,41.2725050151205,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Other small states,OSS,..,39.5622932794794,24.0735155800851,25.6483816734399,20.6380849234077,19.8513540540541,20.4328103771062,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Pacific island small states,PSS,96.4703076923077,88.664776119403,89.9251867219917,95.7415175097276,102.968297101449,113.987762711864,93.4086819484241,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Post-demographic dividend,PST,46.777719552979,42.9846142822163,40.2201348620288,39.8465013482297,40.4502419910167,41.0864344982514,41.1501455595262,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Pre-demographic dividend,PRE,56.8105663501877,64.4896988735808,67.1573813571671,67.6780286549975,70.3250607889443,67.1088950190552,70.8452556818182,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Small states,SST,48.1616049541995,47.7470567347268,29.6812553599124,31.9402915921288,27.224696969697,26.91390941073,28.1752625319355,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,South Asia,SAS,31.5841672886733,35.2855962228377,25.1244082237624,25.7313217762247,26.0733372537858,29.4962047700424,31.2479582370333,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,South Asia (IDA & IBRD),TSA,31.5841672886733,35.2855962228377,25.1244082237624,25.7313217762247,26.0733372537858,29.4962047700423,31.2479582370333,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sub-Saharan Africa,SSF,30.8283079461792,28.6498440343675,33.0330745756246,33.4356521341384,36.3128802462439,35.7803826177061,36.7659123020706,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sub-Saharan Africa (excluding high income),SSA,30.8018686984127,28.563844605475,32.9958516569653,33.4104231337526,36.2724041653518,35.7398828332577,36.7137550198227,..,..,..,..,..
